kategoria;gyarto;tipus;sorozatszam;brutto ar
Barebone gépek;Intel;NUC BOXNUC5PPYH Intel N3700/Intel HD Mini-PC;;56 690 Ft
Barebone gépek;Intel;NUC BOXNUC5I3RYK Intel i3-5010U/HD5500 Mini-PC;;87 390 Ft
Barebone gépek;Intel;NUC BOXNUC6I3SYK Intel i3-6100U/HD520 Mini-PC;;91 990 Ft
Barebone gépek;Intel;NUC BOXNUC6I3SYH Intel i3-6100U/HD520 Mini-PC;;96 490 Ft
Barebone gépek;Intel;NUC BOXNUC7I3BNK Intel i3-7100U/HD620 Mini-PC;;83 990 Ft
Barebone gépek;Intel;NUC BOXNUC7I3BNH Intel i3-7100U/HD620 Mini PC;;83 590 Ft
Barebone gépek;Intel;NUC BOXDC53427HYE Intel i5-3427U/HD4000 Mini-PC;;130 490 Ft
Barebone gépek;Intel;NUC BOXNUC5I5RYK Intel i5-5250U/HD6000 Mini-PC;;107 900 Ft
Barebone gépek;Intel;NUC BOXNUC5I5RYH Intel i5-5250U/HD6000 Mini-PC;;117 591 Ft
Barebone gépek;Intel;NUC BOXNUC7I5BNH Intel i5-7260U/IrisPlus640 Mini-PC;;115 790 Ft
Barebone gépek;Intel;NUC BOXNUC6I7KYK2 Intel i7-6770HQ/Iris Pro Mini-PC (Skull Canyon);;200 990 Ft
CarPC gépek;Kijelző CTF400-M 7;Touch- USB - OpenFrame;;92 710 Ft
CarPC gépek;Kijelző CTF700-SHM 7;Touch- USB - OpenFrame;;154 940 Ft
CarPC gépek;Kijelző CTF800-WMSL 8;Touch- USB - OpenFrame;;134 620 Ft
CarPC gépek;Gépház VoomPC;M1-/M2-ATX (black);;19 939 Ft
CarPC gépek;Gépház VoomPC;M1-/M2-ATX (black) + TFT power;;26 670 Ft
CarPC gépek;Gépház VoomPC-2;M1-/M2-ATX (black);;31 750 Ft
CarPC gépek;Gépház VoomPC-2;M1-/M2-ATX (black) + TFT power;;33 020 Ft
CarPC gépek;Kábel;VOOM ATX Connector 20/20-24;;4 064 Ft
CarPC gépek;Kábel;VOOM Home Power Adapter;;4 826 Ft
CarPC gépek;Kábel;VOOM TFT Power Adapter;;5 842 Ft
CarPC gépek;Tápegység       90W;M1-ATX 6-24V DC/DC;;17 780 Ft
CarPC gépek;Tápegység    95W;M3-ATX-HV 6-34V DC/DC - PicoPSU;;18 415 Ft
CarPC gépek;Tápegység 140W;M2-ATX-HV 6-32V DC/DC;;20 955 Ft
CarPC gépek;Tápegység 160W;M2-ATX 6-24V DC/DC;;34 500 Ft
Notebook;Kiano;SlimNote 14.1 Fehér + Win 10 Home;(Intel Z3735F / 2GB / 32GB / ----- );59 790 Ft
Notebook;Umax;VisionBook 12Wi Flex + Win 10 Home;(Intel x5-Z8350 / 2GB / 32GB / ----- );67 000 Ft
Notebook;Umax;VisionBook 13Wa + Win 10 Home;(Intel N3350 / 3GB / 32GB / ----- );61 391 Ft
Notebook;ASUS;Transformer Book + Win 10 Home;(Intel x5-Z8350 / 4GB / 128GB / ----- );120 990 Ft
Notebook;ASUS;VivoBook Max X541NC-GQ010 + Endless;(Intel N3350 / 4GB / 500GB / 810M);79 900 Ft
Notebook;ASUS;VivoBook Max X541NC-GQ144 + Endless;(Intel N3350 / 4GB / 500GB / 810M);95 390 Ft
Notebook;ASUS;VivoBook Max X541NA-GQ204T + Win 10;(Intel N3350 / 4GB / 500GB / DWDRW);111 890 Ft
Notebook;ASUS;VivoBook Max X541UV-XO820 + Endless;(Intel i3-6006U / 4GB / 500GB / 920MX);143 490 Ft
Notebook;ASUS;X Series X540LA-XX985 + Endless;(Intel i3-5005U / 4GB / 1.0TB / DVDRW);118 190 Ft
Notebook;Acer;Aspire 3 A315-31-C0PA + Endless;(Intel N3450 / 4GB / 500GB / ----- );101 791 Ft
Notebook;Acer;Aspire ES1-571-59C2 + Win 10 Home;(Intel i5-4200U / 4GB / 1.0TB / DVDRW);134 930 Ft
Notebook;Acer;Aspire V5 573G Fekete;(Intel i3-4010U / 4GB / 1.0TB / GT720M);99 899 Ft
Notebook;HP;250 G5 W4M67EA Fekete + FreeDOS;(Intel N3060 / 4GB / 500GB / DVDRW);91 001 Ft
Notebook;HP;250 G5 W4M31EA Ezüst + FreeDOS;(Intel i3-5005U / 4GB / 1.0TB / R5 M430);143 990 Ft
Notebook;HP;250 G5 W4N08EA Fekete + Win 10 Home;(Intel i3-5005U / 4GB / 500GB / DVD);149 000 Ft
Notebook;Lenovo;Ideapad 110 80TJ009LHV Fekete;(AMD E1-7010 / 4GB / 500GB / DVDRW);89 590 Ft
Notebook;Lenovo;Ideapad 110 80T7006YHV Fekete;(Intel N3060 / 2GB / 500GB / DVDRW);72 500 Ft
Notebook;Lenovo;Ideapad 110 80T7006XHV + Win 10;(Intel N3060 / 4GB / 500GB / DVDRW);103 290 Ft
Notebook;Lenovo;Ideapad 110 80T70073HV + FreeDOS;(Intel N3710 / 4GB / 500GB / DVDRW);97 191 Ft
Notebook;Lenovo;Ideapad 110 80UD00XGHV + DOS;(Intel i3-6006U / 4GB / 500GB / R5 M430);127 000 Ft
Notebook;Lenovo;Ideapad 110 80UD003RHV + Win 10;(Intel i5-6200U / 4GB / 500GB / R5 M430);184 390 Ft
Notebook;Lenovo;Ideapad 110 80UD004BHV Fekete;(Intel i5-6200U / 4GB / 1.0TB / R5 M430);139 189 Ft
Notebook;Lenovo;Ideapad 110 80UD003THV + Win 10;(Intel  i7-6498DU / 4GB / 500GB / DVDRW);177 590 Ft
Notebook;Lenovo;Ideapad 320 80XV00ABHV + FreeDOS;(AMD E2-9000 / 4GB / 500GB / DVDRW);93 000 Ft
Notebook;Lenovo;Ideapad 320 80XR00ARHV + FreeDOS;(Intel N3350 / 4GB / 500GB / DVDRW);100 590 Ft
Notebook;Lenovo;V310 80SY03QPHV + FreeDOS;(Intel i3-6006U / 4GB / 1.0TB / Radeon 530);141 390 Ft
Notebook;Dell;Inspiron 3567 Fekete + Linux;(Intel i3-6006U / 4GB / 256GB / R5 M430);170 691 Ft
Notebook;Dell;Inspiron 5759 Fekete + Linux;(Intel i5-6200U / 8GB / 1.0TB / R5 M335);213 490 Ft
Notebook;Dell;Vostro 5568 + Win 10 Pro;(Intel i5-7200U / 8GB / 256GB / ----- );279 900 Ft
RAM;Ramaxel;DDR-3L 4GB /1600 SoDIMM;(RMT3170EF68F9W);7 990 Ft
RAM;Ramaxel;DDR-3 4GB /1600 SoDIMM;(RMT3170EB68E9W);7 990 Ft
RAM;Integral;DDR-2 1GB /533 SoDIMM;(IN2V1GNVNDX);3 700 Ft
RAM;Kingmax;DDR-3 8GB/1600 SoDIMM;(KM1600-8GBS);18 990 Ft
RAM;Geil;DDR-2 1GB /800 SoDIMM;(GX2S6400-1GB);5 490 Ft
RAM;G.Skill;DDR-3L 16GB /1600 Ripjaws KIT SoDIMM;(F3-1600C9D-16GRSL);43 990 Ft
RAM;G.Skill;DDR-4 8GB /2400 Ripjaws SoDIMM;(F4-2400C16S-8GRS);30 690 Ft
RAM;G.Skill;DDR-4 16GB /2800 Ripjaws SoDIMM;(F4-2800C18S-16GRS);54 390 Ft
RAM;G.Skill;DDR-4 32GB /2800 Ripjaws KIT SoDIMM;(F4-2800C18D-32GRS);104 990 Ft
RAM;CSX ALPHA;DDR-1 1GB /333 SoDIMM;(CSXA-SO-333-648-1GB);4 050 Ft
RAM;CSX ALPHA;DDR-1 1GB /400 SoDIMM;(CSXA-SO-400-648-1GB);3 350 Ft
RAM;CSX ALPHA;DDR-2 1GB /533 SoDIMM;(CSXO-D2-SO-533-1GB);2 790 Ft
RAM;CSX ALPHA;DDR-2 1GB /667 SoDIMM;(CSXO-D2-SO-667-8C-1GB);2 990 Ft
RAM;CSX ALPHA;DDR-2 2GB /533 SoDIMM;(CSXO-D2-SO-533-2G);4 600 Ft
RAM;CSX ALPHA;DDR-2 2GB /667 SoDIMM;(CSXO-D2-SO-667-2GB );4 900 Ft
RAM;CSX ALPHA;DDR-2 2GB /800 SoDIMM;(CSXO-D2-SO-800-2GB);4 750 Ft
RAM;CSX ALPHA;DDR-3 2GB /1066 SoDIMM;(CSXO-D3-SO-1066-2GB);4 590 Ft
RAM;CSX ALPHA;DDR-3 8GB /1600 SoDIMM;(CSXO-D3-SO-1600-8GB);18 990 Ft
RAM;CSX ALPHA;DDR-3L 8GB /1600 SoDIMM;(CSXA-PSO-1600D3L-8GB);17 790 Ft
RAM;CSX ALPHA;DDR-3L 8GB /1600 SoDIMM;(APSO1600D3L8GB);18 990 Ft
RAM;CSX ALPHA;DDR-4 8GB /2133 SoDIMM;(CSXD4SO2133-1R8-8GB);23 691 Ft
RAM;CSX ALPHA;DDR-4 8GB /2400 SoDIMM;(CSXD4SO2400-1R8-8GB);24 990 Ft
RAM;A-Data;DDR-3L 4GB /1600 SoDIMM;(AM1L16BC4R1-B1PS);7 990 Ft
RAM;A-Data;DDR-3L 8GB /1600 SoDIMM;(AM1L16BC8R2-B1XS);17 990 Ft
RAM;Transcend;DDR-3 4GB /1333 JetRam SoDIMM;(JM1333KSN-4G);7 990 Ft
RAM;Team Group;DDR-4 8GB /2400 SoDIMM;(TED48G2400C16-S01);22 890 Ft
RAM;Samsung;DDR-2 2GB /800 SoDIMM;(M470T5663QZ3-CF7);4 300 Ft
RAM;Samsung;DDR-2 2GB /800 SoDIMM;(M470T5663EH3-CF7);4 300 Ft
RAM;Samsung;DDR-3 1GB /1333 SoDIMM;(M471B2873GB0-CH9);2 790 Ft
RAM;Samsung;DDR-3 1GB /1333 SoDIMM;(M471B2873EH1-CH9);2 690 Ft
RAM;Samsung;DDR-3 1GB /1333 SoDIMM;(M471B2873FHS-CH9);2 690 Ft
RAM;Samsung;DDR-3 4GB /1333 SoDIMM;(M471B5273CH0-CH9);7 990 Ft
RAM;Samsung;DDR-3 4GB /1333 SoDIMM;(M471B5273DH0-CH9);7 990 Ft
RAM;Samsung;DDR-3L 4GB /1600 SoDIMM;(M471B5173DB0-YK0);7 990 Ft
RAM;Samsung;DDR-3L 4GB /1600 SoDIMM;(M471B5173EB0-YK0);7 990 Ft
RAM;Samsung;DDR-3L 4GB /1600 SoDIMM;(M471B5173QH0-YK0);7 990 Ft
RAM;Samsung;DDR-3 4GB /1600 SoDIMM;(M471B5173CB0-YK0);7 501 Ft
RAM;Samsung;DDR-3 4GB /1600 SoDIMM;(M471B5273CH0-CK0);7 990 Ft
RAM;Samsung;DDR-3L 4GB /1600 SoDIMM;(M471B5173BH0-YK0);7 990 Ft
RAM;Samsung;DDR-3L 8GB /1600 SoDIMM;(M471B1G73EB0-YK0);17 990 Ft
RAM;Samsung;DDR-3L 8GB /1600 SoDIMM;(M471B1G73QH0-YK0);17 990 Ft
RAM;Samsung;DDR-3 8GB /1600 SoDIMM;(M471B1G73CB0-CK0);17 990 Ft
RAM;Samsung;DDR-4 2GB /2400 SoDIMM;(M471A5644EB0-CRC);7 501 Ft
RAM;Samsung;DDR-4 4GB /2133 SoDIMM;(M471A5143DB0-CPB);13 990 Ft
RAM;Samsung;DDR-4 4GB /2133 SoDIMM;(M471A5143EB0-CPB);13 990 Ft
RAM;Samsung;DDR-4 4GB /2400 SoDIMM;(M471A5244CB0-CRC);13 990 Ft
RAM;Samsung;DDR-4 4GB /2400 SoDIMM;(M471A5244BB0-CRC);13 990 Ft
RAM;Samsung;DDR-4 8GB /2133 SoDIMM;(M471A1G43DB0-CPB);22 990 Ft
RAM;Samsung;DDR-4 8GB /2133 SoDIMM;(M471A1K43BB0-CPB);20 999 Ft
RAM;Samsung;DDR-4 8GB /2133 SoDIMM;(M471A1G43DB0-CPB);20 999 Ft
RAM;Samsung;DDR-4 8GB /2400 SoDIMM;(M471A1K43BB1-CRC);20 999 Ft
RAM;Samsung;DDR-4 8GB /2400 SoDIMM;(M471A1K43CB1-CRC);20 999 Ft
RAM;Samsung;DDR-4 16GB /2133 SoDIMM;(M471A2K43BB1-CPB);56 391 Ft
RAM;NANYA;DDR-2 2GB /800 SoDIMM;(NT2GT64U8HD0BN-AD);4 300 Ft
RAM;NANYA;DDR-3 2GB /1066 SoDIMM;(NT2GC64B8HA1NS-BE);4 300 Ft
RAM;NANYA;DDR-3 2GB /1333 SoDIMM;(NT2GC64B88B0NS-CG);4 300 Ft
RAM;NANYA;DDR-3 4GB /1600 SoDIMM;(NT4GC64B88B0NS-DI);7 990 Ft
RAM;NANYA;DDR-3L 4GB /1600 SoDIMM;(NT4GC64C88B1NS-DI);7 990 Ft
RAM;NANYA;DDR-3 8GB /1600 SoDIMM;(NT8GC64B8HB0NS-DI);17 990 Ft
RAM;Micron;DDR-3 2GB /1066 SoDIMM;(MT16JSF25664HZ-1G1F1);4 300 Ft
RAM;Micron;DDR-3 2GB /1066 SoDIMM;(MT16JSF25664HY-1G1D1);4 300 Ft
RAM;Micron;DDR-3 2GB /1333 SoDIMM;(MT8JSF25664HZ-1G4D1);4 300 Ft
RAM;Micron;DDR-3L 4GB /1600 SoDIMM;(MT8KTF51264HZ-1G6E1);7 990 Ft
RAM;Micron;DDR-3L 4GB /1866 SoDIMM;(MT8KTF51264HZ-1G9P1);7 990 Ft
RAM;Micron;DDR-3 8GB /1600 SoDIMM;(MT16JTF1G64HZ-1G6E1);17 990 Ft
RAM;Micron;DDR-3L 8GB /1600 SoDIMM;(MT16KTF1G64HZ-1G6E1);17 990 Ft
RAM;Micron;DDR-4 4GB /2400 SoDIMM;(MTA4ATF51264HZ-2G3B1);13 990 Ft
RAM;Micron;DDR-4 8GB /2133 SoDIMM;(MTA16ATF1G64HZ-2G1A2);20 999 Ft
RAM;Micron;DDR-4 8GB /2400 SoDIMM;(MTA8ATF1G64HZ-2G3B1);20 999 Ft
RAM;Elpida;DDR-3 2GB /1066 SoDIMM;(EBJ21UE8BDS0-AE-F);4 300 Ft
RAM;Elpida;DDR-3 4GB /1333 SoDIMM;(EBJ41UF8BCS0-DJ-F);7 990 Ft
RAM;Elpida;DDR-3 4GB /1600 SoDIMM;(EBJ40UG8EFU0-GN-F);7 990 Ft
RAM;Elpida;DDR-3 8GB /1333 SoDIMM;(EBJ81UG8BAS0-DJ-F);17 990 Ft
RAM;Crucial;DDR-3 4GB /1600 SoDIMM;(CT51264BF160BJ);11 391 Ft
RAM;Crucial;DDR-3L 4GB /1600 SoDIMM;(CT51264BF160B);11 490 Ft
RAM;Crucial;DDR-3 8GB /1600 SoDIMM;(CT102464BF160B);21 690 Ft
RAM;Crucial;DDR-3 8GB /1600 SoDIMM;(CT8G3S160BMCEU);24 990 Ft
RAM;Crucial;DDR-4 8GB /2400 SoDIMM;(CT8G4SFS824A);27 390 Ft
RAM;Crucial;DDR-4 16GB /2133 SoDIMM;(CT16G4SFD8213);53 691 Ft
RAM;Crucial;DDR-4 16GB /2400 SoDIMM;(CT16G4SFD824A);57 490 Ft
RAM;Hynix;DDR-3 2GB /1600 SoDIMM;(HMT325S6CFR8C-PB);4 300 Ft
RAM;Hynix;DDR-3L 2GB /1600 SoDIMM;(HMT425S6AFR6A-PB);4 300 Ft
RAM;Hynix;DDR-3L 4GB /1600 SoDIMM;(HMT351S6EFR8A-PB);7 501 Ft
RAM;Hynix;DDR-3L 4GB /1600 SoDIMM;(HMT451S6BFR8A-PB);7 990 Ft
RAM;Hynix;DDR-3 4GB /1600 SoDIMM;(HMT351S6CFR8C-PB);7 990 Ft
RAM;Hynix;DDR-3 4GB /1600 SoDIMM;(HMT351S6EFR8C-PB);7 990 Ft
RAM;Hynix;DDR-3L 4GB /1600 SoDIMM;(HMT451S6AFR8A-PB);7 990 Ft
RAM;Hynix;DDR-3L 4GB /1600 SoDIMM;(HMT451S6DFR8A-PB);7 990 Ft
RAM;Hynix;DDR-3L 8GB /1600 SoDIMM;(HMT41GS6BFR8A-PB);17 990 Ft
RAM;Hynix;DDR-3L 8GB /1600 SoDIMM;(HMT41GS6DFR8A-PB);17 990 Ft
RAM;Hynix;DDR-4 4GB /2133 SoDIMM;(HMA451S6AFR8N-TF);13 990 Ft
RAM;Hynix;DDR-4 4GB /2400 SoDIMM;(HMA851S6AFR6N-UH);13 990 Ft
RAM;Hynix;DDR-4 8GB /2133 SoDIMM;(HMA41GS6AFR8N-TF);20 999 Ft
RAM;Hynix;DDR-4 8GB /2400 SoDIMM;(HMA81GS6AFR8N-UH);20 999 Ft
RAM;Kingston;DDR-2 2GB /667 SoDIMM;(KVR667D2S5/2G);8 990 Ft
RAM;Kingston;DDR-2 2GB /667 SoDIMM;(KTH-ZD8000B/2G);10 991 Ft
RAM;Kingston;DDR-2 2GB /667 SoDIMM;(KTD-INSP6000B/2G);9 489 Ft
RAM;Kingston;DDR-2 2GB /800 SoDIMM;(KVR800D2S6/2G);8 990 Ft
RAM;Kingston;DDR-2 2GB /800 SoDIMM;(KTD-INSP6000C/2G);10 991 Ft
RAM;Kingston;DDR-2 2GB /800 SoDIMM;(KTH-ZD8000C6/2G);10 991 Ft
RAM;Kingston;DDR-3 2GB /1333 SoDIMM;(KVR13S9S6/2);5 591 Ft
RAM;Kingston;DDR-3 2GB/1333 SoDIMM;(KVR1333D3S9/2G);4 990 Ft
RAM;Kingston;DDR-3 2GB /1600 SoDIMM;(KVR16S11S6/2);5 790 Ft
RAM;Kingston;DDR-3 2GB /1600 SoDIMM;(KVR16LS11S6/2);6 389 Ft
RAM;Kingston;DDR-3 4GB /1333 SoDIMM;(KVR1333D3S9/4G);11 200 Ft
RAM;Kingston;DDR-3 4GB /1333 SoDIMM;(KVR13S9S8/4);11 391 Ft
RAM;Kingston;DDR-3 4GB /1600 SoDIMM;(KVR16S11S8/4);10 991 Ft
RAM;Kingston;DDR-3 4GB /1600 SoDIMM;(KVR16S11/4);10 890 Ft
RAM;Kingston;DDR-3 4GB /1600 SoDIMM;(KVR16LS11/4);11 789 Ft
RAM;Kingston;DDR-3L 4GB /1600 SoDIMM;(KNWMX1-ETB);7 501 Ft
RAM;Kingston;DDR-3L 4GB /1600 SoDIMM;(HP16D3LS1KBG/4G);10 390 Ft
RAM;Kingston;DDR-3 8GB /1333 SoDIMM;(KVR1333D3S9/8G);21 500 Ft
RAM;Kingston;DDR-3 8GB /1333 KIT SoDIMM;(KVR13S9S8K2/8);23 990 Ft
RAM;Kingston;DDR-3 8GB /1600 SoDIMM;(KVR16S11/8);19 590 Ft
RAM;Kingston;DDR-3 8GB /1600 SoDIMM;(KVR16LS11/8);21 990 Ft
RAM;Kingston;DDR-3 8GB /1600 SoDIMM;(KCP316SD8/8);23 890 Ft
RAM;Kingston;DDR-3L 8GB /1600 SoDIMM;(KCP3L16SD8/8);23 691 Ft
RAM;Kingston;DDR-3L 8GB /1600 SoDIMM;(HP16D3LS1KBG/8G);22 189 Ft
RAM;Kingston;DDR-3 16GB /1600 KIT SoDIMM;(KVR16S11K2/16);41 990 Ft
RAM;Kingston;DDR-3 4GB /1600 HyperX Impact SoDIMM;(HX316LS9IB/4);11 990 Ft
RAM;Kingston;DDR-3L 4GB /1866 HyperX Impact SoDIMM;(HX318LS11IB/4);12 891 Ft
RAM;Kingston;DDR-3 8GB /1600 HyperX Impact SoDIMM;(HX316LS9IB/8);23 890 Ft
RAM;Kingston;DDR-3 8GB /1600 HyperX Impact KIT SoDIMM;(HX316LS9IBK2/8);22 990 Ft
RAM;Kingston;DDR-3 8GB /1866 HyperX Impact SoDIMM;(HX318LS11IB/8);24 290 Ft
RAM;Kingston;DDR-3L 8GB /1866 HyperX Impact KIT SoDIMM;(HX318LS11IBK2/8);27 589 Ft
RAM;Kingston;DDR-3 16GB/1600 HyperX Impact KIT SoDIMM;(HX316LS9IBK2/16);43 490 Ft
RAM;Kingston;DDR-3L 16GB/1866 HyperX Impact KIT SoDIMM;(HX318LS11IBK2/16);47 790 Ft
RAM;Kingston;DDR-4 4GB /2400 HyperX Impact SoDIMM;(HX424S14IB/4);17 690 Ft
RAM;Kingston;DDR-4 8GB /2400 HyperX Impact KIT SoDIMM;(HX424S14IBK2/8);35 289 Ft
RAM;Kingston;DDR-4 8GB /2666 HyperX Impact SoDIMM;(HX426S15IB2/8);34 690 Ft
RAM;Kingston;DDR-4 16GB /2400 HyperX Impact SoDIMM;(HX424S14IB/16);63 691 Ft
RAM;Kingston;DDR-4 32GB /2666 HyperX Impact KIT SoDIMM;(HX426S15IB2K2/32);139 790 Ft
RAM;Kingston;DDR-4 4GB /2133 SoDIMM;(KVR21S15S8/4);20 490 Ft
RAM;Kingston;DDR-4 4GB /2400 SoDIMM;(KVR24S17S8/4);16 290 Ft
RAM;Kingston;DDR-4 8GB /2400 SoDIMM;(KVR24S17S8/8);30 190 Ft
RAM;Corsair;DDR-2 1GB /667 Value SoDIMM;(VS1GSDS667D2);4 489 Ft
RAM;Corsair;DDR-2 2GB /800 Value SoDIMM;(VS2GSDS800D2);6 890 Ft
RAM;Corsair;DDR-2 4GB /800 Value SoDIMM;(VS4GSDS800D2);21 990 Ft
RAM;Corsair;DDR-2 4GB /800 Value KIT SoDIMM;(VS4GSDSKIT800D2);13 990 Ft
RAM;Corsair;DDR-3 2GB /1066 Value SoDIMM;(CM3X2GSD1066);6 190 Ft
RAM;Corsair;DDR-3 2GB /1333 Value SoDIMM;(CMSO2GX3M1A1333C9);6 890 Ft
RAM;Corsair;DDR-3 4GB /1066 Value SoDIMM;(CM3X4GSD1066);12 390 Ft
RAM;Corsair;DDR-3 4GB /1333 Value SoDIMM;(CMSO4GX3M1A1333C9);12 990 Ft
RAM;Corsair;DDR-3L 4GB /1333 Value SoDIMM;(CMSO4GX3M1C1333C9);10 690 Ft
RAM;Corsair;DDR-3 4GB /1600 Value SoDIMM;(CMSO4GX3M1A1600C11);11 789 Ft
RAM;Corsair;DDR-3L 4GB /1600 Value SoDIMM;(CMSO4GX3M1C1600C11);12 390 Ft
RAM;Corsair;DDR-3 8GB /1066 Value KIT SoDIMM;(CM3X8GSDKIT1066);25 390 Ft
RAM;Corsair;DDR-3 8GB /1333 Value SoDIMM;(CMSO8GX3M1A1333C9);20 490 Ft
RAM;Corsair;DDR-3 8GB /1333 Value KIT SoDIMM;(CMSO8GX3M2A1333C9);23 890 Ft
RAM;Corsair;DDR-3 8GB /1600 Value SoDIMM;(CMSO8GX3M1A1600C11);21 090 Ft
RAM;Corsair;DDR-3L 8GB /1600 Value SoDIMM;(CMSO8GX3M1C1600C11);21 690 Ft
RAM;Corsair;DDR-3 8GB /1600 Value KIT SoDIMM;(CMSO8GX3M2C1600C11);19 889 Ft
RAM;Corsair;DDR-3 4GB /1600 Vengeance SoDIMM;(CMSX4GX3M1A1600C9);12 891 Ft
RAM;Corsair;DDR-3 8GB /1600 Vengeance SoDIMM;(CMSX8GX3M1A1600C10);23 890 Ft
RAM;Corsair;DDR-3 8GB /1600 Vengeance KIT SoDIMM;(CMSX8GX3M2A1600C9);24 590 Ft
RAM;Corsair;DDR-3L 16GB /1600 Vengeance KIT SoDIMM;(CMSX16GX3M2B1600C9);51 490 Ft
RAM;Corsair;DDR-3 16GB /1600 Vengeance KIT SoDIMM;(CMSX16GX3M2A1600C10);44 889 Ft
RAM;Corsair;DDR-3 4GB /1066 MacMemory SoDIMM;(CMSA4GX3M1A1066C7);12 189 Ft
RAM;Corsair;DDR-3 4GB /1333 MacMemory SoDIMM;(CMSA4GX3M1A1333C9);11 391 Ft
RAM;Corsair;DDR-3 8GB /1066 MacMemory KIT SoDIMM;(CMSA8GX3M2A1066C7);23 890 Ft
RAM;Corsair;DDR-3 8GB /1333 MacMemory SoDIMM;(CMSA8GX3M1A1333C9);23 291 Ft
RAM;Corsair;DDR-3 8GB /1333 MacMemory SoDIMM;(CMSA8GX3M2A1333C9);23 890 Ft
RAM;Corsair;DDR-3L 8GB /1600 MacMemory SoDIMM;(CMSA8GX3M1A1600C11);22 890 Ft
RAM;Corsair;DDR-3 16GB /1333 MacMemory SoDIMM;(CMSA16GX3M2A1333C9);46 490 Ft
RAM;Corsair;DDR-3L 16GB /1600 MacMemory KIT SoDIMM;(CMSA16GX3M2A1600C11);45 490 Ft
RAM;Corsair;DDR-3L 16GB /1866 MacMemory KIT SoDIMM;(CMSA16GX3M2C1866C11);48 890 Ft
RAM;Corsair;DDR-4 8GB /2133 Value SoDIMM;(CMSO8GX4M1A2133C15);31 990 Ft
RAM;Corsair;DDR-4 8GB /2133 Value KIT SoDIMM;(CMSO8GX4M2A2133C15);36 690 Ft
RAM;Corsair;DDR-4 16GB /3000 Vengeance SoDIMM KIT;(CMSX16GX4M2A3000C16);60 490 Ft
HDD / FDD;1.44Mb FDD;Dell MPF82E;;1 090 Ft
HDD / FDD;Toshiba;500GB 5400rpm Mobile HDD;(MQ01ABD050);14 590 Ft
HDD / FDD;Toshiba;500GB 5400rpm Mobile HDD;(MQ01ABF050);11 890 Ft
HDD / FDD;Toshiba;1.0TB 5400rpm Mobile HDD;(MQ01ABD100);14 790 Ft
HDD / FDD;Seagate;500GB Momentus 7200 Laptop HDD;(ST500LM021);14 990 Ft
HDD / FDD;Seagate;1.0TB Momentus Laptop HDD;(ST1000LM035);15 890 Ft
HDD / FDD;Seagate;2.0TB Base Model Laptop HDD;(ST2000LM007);29 390 Ft
HDD / FDD;Seagate;500GB Barracuda Standard Laptop HDD;(ST500LM030);12 390 Ft
HDD / FDD;Seagate;1.0TB Barracuda Standard Laptop HDD;(ST1000LM048);14 790 Ft
HDD / FDD;Seagate;2.0TB Barracuda Standard Laptop HDD;(ST2000LM015);25 690 Ft
HDD / FDD;Seagate;500GB FireCuda Hybrid Laptop HDD;(ST500LX025);16 490 Ft
HDD / FDD;Seagate;1.0TB FireCuda Hybrid Laptop HDD;(ST1000LX015);18 890 Ft
HDD / FDD;Seagate;2.0TB FireCuda Hybrid Laptop HDD;(ST2000LX001);31 490 Ft
HDD / FDD;Hitachi;500GB Travelstar Z5K500 Mobile HDD;(HTS545050A7E680);11 690 Ft
HDD / FDD;Hitachi;500GB Travelstar Z5K500.B Mobile HDD;(HTS545050B7E660);11 490 Ft
HDD / FDD;Hitachi;500GB Travelstar Z7K500 Mobile HDD;(HTS725050A7E630);12 990 Ft
HDD / FDD;Hitachi;1.0TB Travelstar 5K1000 Mobile HDD;(HTS541010A9E680);14 290 Ft
HDD / FDD;Hitachi;1.0TB Travelstar 7K1000 Mobile HDD;(HTS721010A9E630);16 490 Ft
HDD / FDD;WD;500GB Scorpio Blue Mobile HDD;(WD5000LPCX);12 590 Ft
HDD / FDD;WD;500GB Scorpio Blue Mobile HDD;(WD5000LPVX);11 300 Ft
HDD / FDD;WD;500GB AV-25 Mobile HDD;(WD5000LUCT);18 390 Ft
HDD / FDD;WD;500GB Black Mobile HDD;(WD5000LPLX);18 990 Ft
HDD / FDD;WD;750GB Scorpio Blue Mobile HDD;(WD7500BPVX);15 991 Ft
HDD / FDD;WD;750GB Red Mobile HDD;(WD7500BFCX);19 590 Ft
HDD / FDD;WD;750GB Scorpio Black Mobile HDD;(WD7500BPKX);21 690 Ft
HDD / FDD;WD;1.0TB Blue Mobile HDD;(WD10JPVX);15 690 Ft
HDD / FDD;WD;1.0TB Blue Mobile HDD;(WD10SPCX);25 490 Ft
HDD / FDD;WD;1.0TB Red Mobile HDD;(WD10JFCX);22 790 Ft
HDD / FDD;WD;1.0TB AV-25 Mobile HDD;(WD10JUCT);23 291 Ft
HDD / FDD;WD;1.0TB Black Mobile HDD;(WD10JPLX);21 789 Ft
Optika;TEAC;CD-224E;Slim CD-ROM Drive;1 590 Ft
Optika;Toshiba Samsung;TS-L162;Slim CD-ROM Drive;1 590 Ft
Optika;LG;GTC0N.AUAA10B;Slim DVD-RW Drive;4 890 Ft
Optika;RaidSonic;ICY BOX IB-AC640a;ODD SATA Caddy;4 750 Ft
